"District","FIPS","Year","Free/Reduced Price Meal Eligibility","Variable","Measure Type","Value"
"Tolland School District","901376290","2007-2008","Eligible For Reduced Lunch","Student Enrollment","Number","32"
"Tolland School District","901376290","2008-2009","Eligible For Free Lunch","Student Enrollment","Number","87"
"Tolland School District","901376290","2008-2009","Not Eligible For Lunch","Student Enrollment","Number","3017"
"Tolland School District","901376290","2008-2009","Eligible For Reduced Lunch","Student Enrollment","Number","55"
"Tolland School District","901376290","2009-2010","Eligible For Free Lunch","Student Enrollment","Number","77"
"Tolland School District","901376290","2009-2010","Not Eligible For Lunch","Student Enrollment","Number","3050"
"Tolland School District","901376290","2009-2010","Eligible For Reduced Lunch","Student Enrollment","Number","41"
"Tolland School District","901376290","2010-2011","Eligible For Free Lunch","Student Enrollment","Number","113"
"Tolland School District","901376290","2010-2011","Not Eligible For Lunch","Student Enrollment","Number","2935"
"Tolland School District","901376290","2010-2011","Eligible For Reduced Lunch","Student Enrollment","Number","26"
"Tolland School District","901376290","2011-2012","Eligible For Free Lunch","Student Enrollment","Number","136"
"Tolland School District","901376290","2011-2012","Not Eligible For Lunch","Student Enrollment","Number","2789"
"Tolland School District","901376290","2011-2012","Eligible For Reduced Lunch","Student Enrollment","Number","51"
"Tolland School District","901376290","2012-2013","Eligible For Free Lunch","Student Enrollment","Number","115"
"Tolland School District","901376290","2012-2013","Not Eligible For Lunch","Student Enrollment","Number","2699"
"Tolland School District","901376290","2012-2013","Eligible For Reduced Lunch","Student Enrollment","Number","43"
"Tolland School District","901376290","2013-2014","Eligible For Free Lunch","Student Enrollment","Number","124"
"Tolland School District","901376290","2013-2014","Not Eligible For Lunch","Student Enrollment","Number","2549"
"Tolland School District","901376290","2013-2014","Eligible For Reduced Lunch","Student Enrollment","Number","59"
"Tolland School District","901376290","2014-2015","Eligible For Free Lunch","Student Enrollment","Number","162"
"Tolland School District","901376290","2014-2015","Not Eligible For Lunch","Student Enrollment","Number","2454"
"Tolland School District","901376290","2014-2015","Eligible For Reduced Lunch","Student Enrollment","Number","61"
"Tolland School District","901376290","2015-2016","Eligible For Free Lunch","Student Enrollment","Number","169"
"Tolland School District","901376290","2015-2016","Not Eligible For Lunch","Student Enrollment","Number","2374"
"Tolland School District","901376290","2015-2016","Eligible For Reduced Lunch","Student Enrollment","Number","57"
"Tolland School District","901376290","2016-2017","Eligible For Free Lunch","Student Enrollment","Number","134"
"Tolland School District","901376290","2016-2017","Not Eligible For Lunch","Student Enrollment","Number","2292"
"Tolland School District","901376290","2016-2017","Eligible For Reduced Lunch","Student Enrollment","Number","58"
"Torrington School District","900576570","2007-2008","Eligible For Free Lunch","Student Enrollment","Number","1057"
"Torrington School District","900576570","2007-2008","Not Eligible For Lunch","Student Enrollment","Number","3401"
"Torrington School District","900576570","2007-2008","Eligible For Reduced Lunch","Student Enrollment","Number","410"
"Torrington School District","900576570","2008-2009","Eligible For Free Lunch","Student Enrollment","Number","1068"
"Torrington School District","900576570","2008-2009","Not Eligible For Lunch","Student Enrollment","Number","3241"
"Torrington School District","900576570","2008-2009","Eligible For Reduced Lunch","Student Enrollment","Number","449"
"Torrington School District","900576570","2009-2010","Eligible For Free Lunch","Student Enrollment","Number","1298"
"Torrington School District","900576570","2009-2010","Not Eligible For Lunch","Student Enrollment","Number","2974"
"Torrington School District","900576570","2009-2010","Eligible For Reduced Lunch","Student Enrollment","Number","474"
"Torrington School District","900576570","2010-2011","Eligible For Free Lunch","Student Enrollment","Number","1593"
"Torrington School District","900576570","2010-2011","Not Eligible For Lunch","Student Enrollment","Number","2691"
"Torrington School District","900576570","2010-2011","Eligible For Reduced Lunch","Student Enrollment","Number","336"
"Torrington School District","900576570","2011-2012","Eligible For Free Lunch","Student Enrollment","Number","1655"
"Torrington School District","900576570","2011-2012","Not Eligible For Lunch","Student Enrollment","Number","2508"
"Torrington School District","900576570","2011-2012","Eligible For Reduced Lunch","Student Enrollment","Number","402"
"Torrington School District","900576570","2012-2013","Eligible For Free Lunch","Student Enrollment","Number","1694"
"Torrington School District","900576570","2012-2013","Not Eligible For Lunch","Student Enrollment","Number","2386"
"Torrington School District","900576570","2012-2013","Eligible For Reduced Lunch","Student Enrollment","Number","366"
"Torrington School District","900576570","2013-2014","Eligible For Free Lunch","Student Enrollment","Number","1720"
"Torrington School District","900576570","2013-2014","Not Eligible For Lunch","Student Enrollment","Number","2247"
"Torrington School District","900576570","2013-2014","Eligible For Reduced Lunch","Student Enrollment","Number","386"
"Torrington School District","900576570","2014-2015","Eligible For Free Lunch","Student Enrollment","Number","1751"
"Torrington School District","900576570","2014-2015","Not Eligible For Lunch","Student Enrollment","Number","2141"
"Torrington School District","900576570","2014-2015","Eligible For Reduced Lunch","Student Enrollment","Number","411"
"Torrington School District","900576570","2015-2016","Eligible For Free Lunch","Student Enrollment","Number","1831"
"Torrington School District","900576570","2015-2016","Not Eligible For Lunch","Student Enrollment","Number","2051"
"Torrington School District","900576570","2015-2016","Eligible For Reduced Lunch","Student Enrollment","Number","384"
"Torrington School District","900576570","2016-2017","Eligible For Free Lunch","Student Enrollment","Number","1857"
"Torrington School District","900576570","2016-2017","Not Eligible For Lunch","Student Enrollment","Number","1990"
"Torrington School District","900576570","2016-2017","Eligible For Reduced Lunch","Student Enrollment","Number","354"
"Trailblazers Academy District","","2007-2008","Eligible For Free Lunch","Student Enrollment","Number","67"
"Trailblazers Academy District","","2007-2008","Not Eligible For Lunch","Student Enrollment","Number","57"
"Trailblazers Academy District","","2007-2008","Eligible For Reduced Lunch","Student Enrollment","Number","26"
"Trailblazers Academy District","","2008-2009","Eligible For Free Lunch","Student Enrollment","Number","77"
"Trailblazers Academy District","","2008-2009","Not Eligible For Lunch","Student Enrollment","Number","41"
"Trailblazers Academy District","","2008-2009","Eligible For Reduced Lunch","Student Enrollment","Number","32"
"Trailblazers Academy District","","2009-2010","Eligible For Free Lunch","Student Enrollment","Number","114"
"Trailblazers Academy District","","2009-2010","Not Eligible For Lunch","Student Enrollment","Number","23"
"Trailblazers Academy District","","2009-2010","Eligible For Reduced Lunch","Student Enrollment","Number","28"
"Trailblazers Academy District","","2010-2011","Eligible For Free Lunch","Student Enrollment","Number","127"
"Trailblazers Academy District","","2010-2011","Not Eligible For Lunch","Student Enrollment","Number","14"
"Trailblazers Academy District","","2010-2011","Eligible For Reduced Lunch","Student Enrollment","Number","21"
"Trailblazers Academy District","","2011-2012","Eligible For Free Lunch","Student Enrollment","Number","121"
"Trailblazers Academy District","","2011-2012","Not Eligible For Lunch","Student Enrollment","Number","31"
"Trailblazers Academy District","","2011-2012","Eligible For Reduced Lunch","Student Enrollment","Number","18"
"Trailblazers Academy District","","2012-2013","Eligible For Free Lunch","Student Enrollment","Number","130"
"Trailblazers Academy District","","2012-2013","Not Eligible For Lunch","Student Enrollment","Number","21"
"Trailblazers Academy District","","2012-2013","Eligible For Reduced Lunch","Student Enrollment","Number","17"
"Trailblazers Academy District","","2013-2014","Eligible For Free Lunch","Student Enrollment","Number","127"
"Trailblazers Academy District","","2013-2014","Not Eligible For Lunch","Student Enrollment","Number","19"
"Trailblazers Academy District","","2013-2014","Eligible For Reduced Lunch","Student Enrollment","Number","16"
"Trailblazers Academy District","","2014-2015","Eligible For Free Lunch","Student Enrollment","Number","93"
"Trailblazers Academy District","","2014-2015","Not Eligible For Lunch","Student Enrollment","Number","13"
"Trailblazers Academy District","","2014-2015","Eligible For Reduced Lunch","Student Enrollment","Number","13"
"Trailblazers Academy District","","2015-2016","Eligible For Free Lunch","Student Enrollment","Number","117"
"Trailblazers Academy District","","2015-2016","Not Eligible For Lunch","Student Enrollment","Number","-9999"
"Trailblazers Academy District","","2015-2016","Eligible For Reduced Lunch","Student Enrollment","Number","-9999"
"Trailblazers Academy District","","2016-2017","Eligible For Free Lunch","Student Enrollment","Number","123"
"Trailblazers Academy District","","2016-2017","Not Eligible For Lunch","Student Enrollment","Number","-9999"
"Trailblazers Academy District","","2016-2017","Eligible For Reduced Lunch","Student Enrollment","Number","-9999"
"Trumbull School District","900177200","2007-2008","Eligible For Free Lunch","Student Enrollment","Number","128"
"Trumbull School District","900177200","2007-2008","Not Eligible For Lunch","Student Enrollment","Number","6683"
